lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
codex,Codex,20260330_163416Z_haiku_haiku,item_3,haiku-both,haiku/haiku,medium,C|D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,3,False,False,REVISE,True,True,True,False,False,False,"The context supports several mitigation strategies, so a single ""most effective"" answer is not justified, and the keyed multi-answer C|D conflicts with the stem."
claude,Claude,20260330_163416Z_haiku_haiku,item_30,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,Key C (planning=demand forecasts+sourcing plans; execution=ensure right products reach right places) directly from SC software chunk. Option b inverts planning/execution roles.
codex,Codex,20260330_163416Z_haiku_haiku,item_30,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,C is a faithful summary of planning versus execution systems.
claude,Claude,20260330_163416Z_haiku_haiku,item_31,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,5,4,4,True,ACCEPT,True,False,True,True,True,True,"Key D (12,500 units - balances marginal profit and cost). Excellent item: each distractor includes an explanation of WHY it's wrong, making it a rich learning item. Cu=45, Co=60, critical ratio=0.4286, Q*<13,000 mean."
codex,Codex,20260330_163416Z_haiku_haiku,item_31,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,4,True,True,ACCEPT,False,True,True,False,False,False,"The source supports only that the optimum is below average demand because overstocking is costlier; it does not justify the exact numeric answer 12,500 from the provided chunk."
claude,Claude,20260330_163416Z_haiku_haiku,item_32,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Key B ($45 < $60 marginal cost of unsold) correctly applies newsboy logic. Cu=p-c=125-80=45, Co=c-v=80-20=60. Since Cu<Co, critical ratio<0.5, Q*<mean. Strong application question."
codex,Codex,20260330_163416Z_haiku_haiku,item_32,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B directly matches the marginal profit versus overstock cost explanation.
claude,Claude,20260330_163416Z_haiku_haiku,item_33,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,4,4,True,ACCEPT,True,False,True,True,True,True,"All-units discount case analysis when Q0*<=q. Compare C1(Q0*) vs C2(q): if savings justify, order at q (option a); if not, stay at Q0* (options b or c - may need clarification). Chunk provides framework."
codex,Codex,20260330_163416Z_haiku_haiku,item_33,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,3,2,4,True,True,ACCEPT,False,True,True,False,False,False,"If Q0* is less than or equal to q, the source distinguishes multiple cases depending on whether the discount justifies ordering up to q. The keyed answer C oversimplifies and is not always correct."
claude,Claude,20260330_163416Z_haiku_haiku,item_34,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,3,3,3,3,False,REVISE,False,True,True,False,False,True,Vague stem ('most directly impacted by challenges described'). Both c (global SC optimization) and b (FMS implementation) are mentioned in the globalization challenges chunk. No single clear correct answer. Flag ambiguity.
codex,Codex,20260330_163416Z_haiku_haiku,item_34,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,3,3,4,False,False,REVISE,True,True,True,False,False,True,"The source discusses several strategies being affected, so asking which is most directly impacted is too open-ended. C is plausible, but the item is underdetermined."
claude,Claude,20260330_163416Z_haiku_haiku,item_35,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,3,3,4,3,False,REVISE,False,True,True,False,False,True,Asks WHY no significant negative effect on exports despite rate rise. Chunk states the finding but doesn't explain the mechanism. No correct_key marker. Option d (US gained market share) is plausible but not definitively supported by chunk.
codex,Codex,20260330_163416Z_haiku_haiku,item_35,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,4,3,4,True,True,REVISE,True,True,True,False,False,True,"D is plausible from the market-share result, but the stem asks for the best explanation of a null-effect finding that the source does not conclusively attribute to one cause. Revise to ask about what the model found instead."
claude,Claude,20260330_163416Z_haiku_haiku,item_36,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key D (shorter lead times + aggregate demand improves planning accuracy) integrates two of the three forecasting principles from chunk. Options a,b,c directly contradict chunk principles."
codex,Codex,20260330_163416Z_haiku_haiku,item_36,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,D correctly combines shorter lead times with aggregation to improve planning accuracy.
claude,Claude,20260330_163416Z_haiku_haiku,item_37,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,Key B (coordinating activities across conflicting functional groups) from SCM integration definition chunk.
codex,Codex,20260330_163416Z_haiku_haiku,item_37,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B directly matches the conflicting-priorities challenge in SCM.
claude,Claude,20260330_163416Z_haiku_haiku,item_38,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key B (long LT, dual transport modes, demand uncertainty) matches Asian Paradigm conditions. Near-duplicate of item 29 but better phrased."
codex,Codex,20260330_163416Z_haiku_haiku,item_38,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B is supported word-for-word by the Polaroid JoyCams example.
claude,Claude,20260330_163416Z_haiku_haiku,item_39,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,REVISE,4,2,3,3,False,REVISE,False,False,True,True,False,True,Key B (increases bullwhip) is correct. Critical issue: all four options contain 'bullwhile' typo (should be 'bullwhip'). Distractor quality 2 - this typo makes options look careless. Fix typos and key format.
codex,Codex,20260330_163416Z_haiku_haiku,item_39,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,4,True,True,REVISE,False,False,True,True,True,False,"B is correct; the item has a minor ""bullwhile"" typo but the content is still clear and source-grounded."
claude,Claude,20260330_163416Z_haiku_haiku,item_4,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,3,3,3,False,REVISE,False,True,True,False,False,True,"Chunk states three forecasting principles (always wrong, longer horizon worse, aggregate more accurate). No option directly restates any of these correctly. Option d (increase lead times and postpone decisions) relates to postponement strategy, not forecasting principles. No correct_key marker."
codex,Codex,20260330_163416Z_haiku_haiku,item_4,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,3,4,False,False,REVISE,True,True,True,False,True,False,"The source says firms should reduce lead times and postpone decisions, so the keyed answer D is backwards. Revise the keyed option and likely lower the difficulty."
claude,Claude,20260330_163416Z_haiku_haiku,item_40,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,4,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key C (higher demand for shipping) is supported. Chunk (agricultural exports) mentions rates rise with demand. Options a,b,d describe factors that would DECREASE rates."
codex,Codex,20260330_163416Z_haiku_haiku,item_40,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,Higher demand for shipping services is explicitly named as a cause of rising freight rates.
claude,Claude,20260330_163416Z_haiku_haiku,item_41,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,4,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key B (order variability increases upstream, amplification). Well-defined bullwhip question. Chunk about P&G logistics indirectly mentions bullwhip context."
codex,Codex,20260330_163416Z_haiku_haiku,item_41,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B is the standard definition of the bullwhip effect from the supplied chunk.
claude,Claude,20260330_163416Z_haiku_haiku,item_42,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key B (managing uncertainty from demand, supply, price volatility) well-supported by globalization challenges chunk."
codex,Codex,20260330_163416Z_haiku_haiku,item_42,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B matches the uncertainty challenge passage directly.
claude,Claude,20260330_163416Z_haiku_haiku,item_43,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,4,3,4,4,True,ACCEPT,False,True,True,False,False,True,"ZICO policy question. Option b (at most one of {I_{t-1}, C_t-y_t, y_t} strictly positive) is direct ZICO statement. Option d (unused capacity implies I_{t-1}=0) is also implied by ZICO. No key marker - multiple potentially correct options."
codex,Codex,20260330_163416Z_haiku_haiku,item_43,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,False,True,B accurately states the ZICO policy. Option D overlaps with one implication but is less complete.
claude,Claude,20260330_163416Z_haiku_haiku,item_44,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,Key C (cumulative capacity >= cumulative demand for every prefix) is feasibility condition. Near-duplicate of item 7. Both test same concept; one of them should be eliminated.
codex,Codex,20260330_163416Z_haiku_haiku,item_44,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,C cleanly states the feasibility condition for the capacitated DELS model.
claude,Claude,20260330_163416Z_haiku_haiku,item_45,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,Key B (more historical observations in moving average - larger p) directly reduces Var(q)/Var(D)=1+2L/p. Chunk provides the formula. Strong formula-application question.
codex,Codex,20260330_163416Z_haiku_haiku,item_45,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,4,3,4,True,True,ACCEPT,True,False,True,True,False,True,"B is the best match to the stem's emphasis on improving forecast accuracy, though shorter lead times also help reduce the bullwhip effect."
claude,Claude,20260330_163416Z_haiku_haiku,item_46,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key B (decreases complexity, allows optimization around coherent operations) from focus chunk. Options a,d falsely claim focus increases complexity."
codex,Codex,20260330_163416Z_haiku_haiku,item_46,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,4,3,4,True,True,ACCEPT,True,False,True,True,False,True,"B is the best supported option: focus reduces complexity and enables optimization around coherent tasks, which can support lower unit costs through better alignment and scale."
claude,Claude,20260330_163416Z_haiku_haiku,item_47,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,Key C ($700M eliminated) verbatim from chunk. Distractors b ('26% reduction') and d ('demand forecasting') are plausible but not supported.
codex,Codex,20260330_163416Z_haiku_haiku,item_47,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,C is directly stated in the Xerox example.
claude,Claude,20260330_163416Z_haiku_haiku,item_48,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,4,3,4,4,True,REVISE,False,True,True,False,False,True,"ZIO vs ZICO question. Option c (ZICO: at most one strictly positive per period) is TRUE. But no correct_key marker. Option b claims ZICO = never carry inventory into order period (that's ZIO, not ZICO). Option a inverts ZIO. Need to verify key and fix option b's misattribution."
codex,Codex,20260330_163416Z_haiku_haiku,item_48,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,3,2,4,True,True,REVISE,True,True,True,False,False,True,"The keyed answer C is incomplete and therefore wrong: ZICO states that at most one of beginning inventory, unused capacity, or order quantity can be strictly positive. None of the options states that cleanly."
